2354.31,2272.86,1935.66,3148.69,1205.82,646.24,1325.73,2604.45,483.21,1673.07,1749.17,2025.5,1230.68,1064.98,99999,2824.34,1158.74,330.88,1945.69,2289.17,1221.33,805.87,2280.12,2728.92,966.96,1917.53
486,742.66,972.71,379.05,2598.94,2852.8,1931.18,253.11,2906.44,1210.61,2983.59,1156.18,2405.81,2801.84,2824.34,99999,2693.94,2573.77,1547.11,1005.88,2204.79,3083.25,2644.94,2812.97,1929.13,3622.8
2219.37,1973.86,1726.94,3069.62,108.48,554.17,762.76,2550.31,1634.04,1897.88,2818.06,1585.33,295.51,152.35,1158.74,2693.94,99999,902.15,2494.82,2593.36,489.18,1962.03,3201.96,3634.04,1515.18,3068.11
2094.68,1983.8,1653,2912.95,929.98,489.2,994.99,2365.82,751.6,1475.51,1923.19,1713.91,926.19,838.36,330.88,2573.77,902.15,99999,1862.88,2134.01,897.35,1081.33,2366.62,2810.44,834.01,2173.56
1330.51,1577.61,1376.31,1686.12,2448.55,2323.3,1919.04,1302.1,1778.37,736.09,1451.76,1744.32,2304.94,2522.12,1945.69,1547.11,2494.82,1862.88,99999,564.61,2116.99,1821.48,1138.62,1414.8,1032.35,2106.26
893.53,1208.76,1118.63,1121.55,2526.11,2543.02,1908,774.38,2216.03,697.24,2016.16,1485.4,2355.8,2652.97,2289.17,1005.88,2593.36,2134.01,564.61,99999,2151.11,2311.15,1639.45,1831.55,1322.73,2670.72
1731.09,1486.3,1238.96,2580.66,396.45,811.42,273.71,2063.63,1636.83,1465.53,2668.64,1104.25,208.36,605.89,1221.33,2204.79,489.18,897.35,2116.99,2151.11,99999,1962.27,2943.79,3356.32,1223.27,3019.78
2667.28,2690.29,2351.05,3346.16,2003.19,1448.51,2003.29,2837.23,330.01,1873.28,1054.28,2545.5,2007.29,1870.84,805.87,3083.25,1962.03,1081.33,1821.48,2311.15,1962.27,99999,1726.67,2161.73,1182.58,1113.06
2468.53,2710.24,2482,2712.82,3189.36,2853.13,2814.71,2412.07,1890.41,1813.73,762.21,2836.5,3093.84,3178.55,2280.12,2644.94,3201.96,2366.62,1138.62,1639.45,2943.79,1726.67,99999,448.89,1720.54,1335.54
2708.56,2984.09,2790.5,2820.37,3617.17,3298.01,3211.74,2599.21,2336.79,2136.77,1151.25,3156.36,3514,3615.83,2728.92,2812.97,3634.04,2810.44,1414.8,1831.55,3356.32,2161.73,448.89,99999,2136.58,1626.7
1492.16,1510.39,1174.12,2224.31,1487.82,1291.55,1110.84,1692.23,977.69,729.28,1517.31,1406.69,1377.51,1519.86,966.96,1929.13,1515.18,834.01,1032.35,1322.73,1223.27,1182.58,1720.54,2136.58,99999,1996.9
3304.54,3431.92,3120.77,3791.7,3103.05,2561.52,3014.19,3370.51,1435.72,2506.14,662.2,3395.73,3090.04,2981.95,1917.53,3622.8,3068.11,2173.56,2106.26,2670.72,3019.78,1113.06,1335.54,1626.7,1996.9,99999
